taskname	maxRank	T1	targetclass	meanTrainInfo	meanTestInfo	stdTestInfo	RuleLength	ExtraOptions
Wdbc	 1	 10	 1	 118.21	 100.13	 6.88	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 1	 10	 2	 118.21	 100.13	 6.88	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 1	 10	 1	 119.29	 100.53	 7.07	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 1	 10	 2	 119.29	 100.53	 7.07	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 1	 10	 1	 119.55	 100.02	 7.12	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 1	 10	 2	 119.55	 100.02	 7.12	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 1	 10	 1	 119.72	 99.53	 7.23	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 1	 10	 2	 119.72	 99.53	 7.23	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 1	 10	 1	 144.29	 133.64	 8.66	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 10	 2	 144.43	 132.74	 9.42	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 10	 1	 144.07	 133.53	 10.55	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 10	 2	 144.33	 132.27	 10.78	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 10	 1	 143.39	 133.41	 10.17	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 10	 2	 143.49	 132.26	 10.93	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 10	 1	 144.05	 134.01	 8.32	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 1	 10	 2	 144.14	 133.13	 9.64	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 1	 10	 1	 7.49	 1.50	 1.13	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 1	 10	 2	 8.31	 1.06	 1.08	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 1	 10	 1	 7.48	 1.36	 1.15	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 1	 10	 2	 8.88	 0.97	 1.01	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 1	 10	 1	 7.11	 1.44	 1.13	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 1	 10	 2	 7.96	 1.10	 0.96	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 1	 10	 1	 7.35	 1.48	 1.19	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 1	 10	 2	 8.30	 0.96	 1.05	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 1	 10	 1	 121.98	 109.92	 10.16	 1.00	 stabilize=no, prune=no, postStabilize=no	
faults	 1	 10	 2	 120.39	 109.38	 10.85	 1.00	 stabilize=no, prune=no, postStabilize=no	
faults	 1	 10	 1	 125.94	 110.12	 9.73	 1.00	 stabilize=yes, prune=no, postStabilize=no	
faults	 1	 10	 2	 142.60	 135.02	 13.32	 1.00	 stabilize=yes, prune=no, postStabilize=no	
faults	 1	 10	 1	 124.99	 110.70	 10.62	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
faults	 1	 10	 2	 147.47	 140.69	 14.47	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
faults	 1	 10	 1	 126.42	 108.74	 11.03	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 1	 10	 2	 148.11	 139.49	 17.40	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 1	 10	 1	 336.76	 336.15	 20.14	 1.00	 stabilize=no, prune=no, postStabilize=no	
statlog	 1	 10	 2	 336.76	 336.15	 20.14	 1.00	 stabilize=no, prune=no, postStabilize=no	
statlog	 1	 10	 1	 344.67	 341.38	 20.13	 1.00	 stabilize=yes, prune=no, postStabilize=no	
statlog	 1	 10	 2	 344.87	 340.46	 20.07	 1.00	 stabilize=yes, prune=no, postStabilize=no	
statlog	 1	 10	 1	 346.25	 339.27	 19.33	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 1	 10	 2	 345.92	 337.96	 19.62	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 1	 10	 1	 346.68	 339.53	 19.18	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 1	 10	 2	 346.92	 337.70	 19.56	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 1	 10	 1	 466.84	 451.83	 22.49	 1.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 1	 10	 2	 466.84	 451.83	 22.49	 1.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 1	 10	 1	 469.15	 445.61	 22.35	 1.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 1	 10	 2	 469.02	 446.27	 22.50	 1.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 1	 10	 1	 466.91	 449.50	 24.93	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 1	 10	 2	 467.03	 449.81	 24.92	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 1	 10	 1	 469.55	 447.29	 25.55	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 1	 10	 2	 469.78	 447.81	 25.96	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 1	 10	 1	 162.77	 156.61	 13.89	 1.00	 stabilize=no, prune=no, postStabilize=no	
wine	 1	 10	 2	 163.13	 156.94	 12.90	 1.00	 stabilize=no, prune=no, postStabilize=no	
wine	 1	 10	 1	 164.92	 157.25	 11.49	 1.00	 stabilize=yes, prune=no, postStabilize=no	
wine	 1	 10	 2	 164.92	 157.18	 11.61	 1.00	 stabilize=yes, prune=no, postStabilize=no	
wine	 1	 10	 1	 165.48	 155.66	 12.19	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
wine	 1	 10	 2	 165.38	 155.34	 12.34	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
wine	 1	 10	 1	 163.50	 157.32	 11.34	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 1	 10	 2	 163.40	 156.80	 11.58	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 1	 15	 1	 5.71	 0.76	 0.76	 1.00	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 1	 15	 2	 9.70	 1.66	 1.55	 1.00	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 1	 15	 1	 5.84	 0.73	 0.73	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 1	 15	 2	 10.21	 2.03	 1.70	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 1	 15	 1	 5.31	 0.83	 0.80	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 1	 15	 2	 9.37	 1.75	 1.75	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 1	 15	 1	 5.39	 0.79	 0.75	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 1	 15	 2	 9.80	 1.93	 1.59	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 1	 15	 1	 104.63	 102.92	 8.23	 1.00	 stabilize=no, prune=no, postStabilize=no	
Australian	 1	 15	 2	 104.63	 102.92	 8.23	 1.00	 stabilize=no, prune=no, postStabilize=no	
Australian	 1	 15	 1	 104.53	 103.01	 7.43	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Australian	 1	 15	 2	 104.53	 103.01	 7.43	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Australian	 1	 15	 1	 103.14	 104.41	 8.01	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 1	 15	 2	 103.14	 104.41	 8.01	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 1	 15	 1	 102.97	 104.51	 7.50	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 1	 15	 2	 102.97	 104.51	 7.50	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 1	 15	 1	 105.83	 105.91	 5.76	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 1	 15	 2	 108.47	 109.68	 6.43	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 1	 15	 1	 105.63	 106.05	 5.29	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 1	 15	 2	 108.94	 109.15	 6.03	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 1	 15	 1	 105.76	 106.02	 5.93	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 1	 15	 2	 108.43	 109.62	 5.79	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 1	 15	 1	 105.78	 106.01	 5.80	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 1	 15	 2	 108.75	 109.37	 6.33	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 1	 15	 1	 20.66	 18.68	 1.79	 1.00	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 1	 15	 2	 19.13	 16.79	 2.21	 1.00	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 1	 15	 1	 20.72	 18.88	 1.50	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 1	 15	 2	 19.09	 16.70	 1.99	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 1	 15	 1	 20.85	 18.51	 1.66	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 1	 15	 2	 19.44	 16.49	 2.09	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 1	 15	 1	 20.51	 18.81	 1.77	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 1	 15	 2	 19.04	 16.64	 2.09	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
German	 1	 15	 1	 32.83	 31.69	 5.80	 1.00	 stabilize=no, prune=no, postStabilize=no	
German	 1	 15	 2	 32.83	 31.69	 5.80	 1.00	 stabilize=no, prune=no, postStabilize=no	
German	 1	 15	 1	 33.89	 31.08	 4.92	 1.00	 stabilize=yes, prune=no, postStabilize=no	
German	 1	 15	 2	 33.89	 31.08	 4.92	 1.00	 stabilize=yes, prune=no, postStabilize=no	
German	 1	 15	 1	 32.67	 32.14	 5.12	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
German	 1	 15	 2	 32.67	 32.14	 5.12	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
German	 1	 15	 1	 33.86	 30.75	 4.70	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
German	 1	 15	 2	 33.86	 30.75	 4.70	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 1	 15	 1	 27.56	 23.28	 4.92	 1.00	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 1	 15	 2	 30.38	 24.41	 4.58	 1.00	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 1	 15	 1	 27.36	 23.67	 4.68	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 1	 15	 2	 30.23	 25.06	 4.16	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 1	 15	 1	 27.05	 23.99	 5.26	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 1	 15	 2	 29.80	 25.20	 4.30	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 1	 15	 1	 27.56	 23.09	 4.92	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 1	 15	 2	 30.36	 24.59	 3.97	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 1	 15	 1	 11.13	 4.20	 1.71	 1.00	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 1	 15	 2	 11.58	 6.13	 2.43	 1.00	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 1	 15	 1	 11.32	 4.25	 1.50	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 1	 15	 2	 11.52	 5.75	 2.21	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 1	 15	 1	 10.81	 4.46	 1.87	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 1	 15	 2	 11.15	 6.20	 2.43	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 1	 15	 1	 11.07	 4.43	 1.77	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 1	 15	 2	 11.62	 5.86	 2.18	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 1	 15	 1	 44.56	 32.83	 6.70	 1.00	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 1	 15	 2	 43.72	 35.32	 5.48	 1.00	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 1	 15	 1	 44.87	 32.05	 6.26	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 1	 15	 2	 43.61	 34.68	 5.99	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 1	 15	 1	 44.15	 32.45	 6.66	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 1	 15	 2	 43.22	 34.66	 6.63	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 1	 15	 1	 44.39	 31.97	 6.78	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 1	 15	 2	 43.16	 35.01	 5.98	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 1	 15	 1	 7.38	 3.34	 1.18	 1.00	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 1	 15	 2	 7.03	 3.82	 1.67	 1.00	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 1	 15	 1	 7.58	 3.30	 1.29	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 1	 15	 2	 7.08	 3.73	 1.55	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 1	 15	 1	 7.56	 3.31	 1.37	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 1	 15	 2	 7.08	 3.76	 1.62	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 1	 15	 1	 7.30	 3.24	 1.40	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 1	 15	 2	 6.91	 3.87	 1.76	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 1	 15	 1	 8.34	 3.13	 1.72	 1.00	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 1	 15	 2	 9.50	 5.17	 2.65	 1.00	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 1	 15	 1	 8.79	 3.31	 1.64	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 1	 15	 2	 10.17	 5.10	 2.66	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 1	 15	 1	 8.78	 2.99	 1.79	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 1	 15	 2	 10.14	 4.75	 2.62	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 1	 15	 1	 8.67	 2.96	 1.68	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 1	 15	 2	 9.86	 4.47	 2.42	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 1	 15	 1	 8.61	 4.60	 2.17	 1.00	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 1	 15	 2	 13.88	 9.27	 1.72	 1.00	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 1	 15	 1	 8.42	 5.13	 2.12	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 1	 15	 2	 14.00	 9.05	 1.89	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 1	 15	 1	 8.47	 4.19	 2.19	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 1	 15	 2	 13.62	 9.33	 1.87	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 1	 15	 1	 8.71	 4.66	 2.14	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 1	 15	 2	 14.11	 8.98	 1.90	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 1	 15	 1	 1490.07	 1493.06	 26.91	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 1	 15	 2	 1004.34	 1006.64	 19.76	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 1	 15	 1	 1489.64	 1493.64	 29.01	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 1	 15	 2	 1004.02	 1006.97	 20.49	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 1	 15	 1	 1487.49	 1495.78	 29.71	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 1	 15	 2	 1004.46	 1006.47	 17.97	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 1	 15	 1	 1489.11	 1494.08	 27.00	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 1	 15	 2	 1002.94	 1008.07	 21.03	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 1	 15	 1	 17.92	 9.64	 4.12	 1.00	 stabilize=no, prune=no, postStabilize=no	
Sonar	 1	 15	 2	 18.03	 9.89	 3.89	 1.00	 stabilize=no, prune=no, postStabilize=no	
Sonar	 1	 15	 1	 17.97	 9.49	 3.95	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 1	 15	 2	 17.88	 10.22	 3.75	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 1	 15	 1	 18.12	 9.91	 4.00	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 1	 15	 2	 18.21	 10.17	 3.81	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 1	 15	 1	 18.44	 9.48	 3.74	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 1	 15	 2	 18.42	 9.62	 3.64	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 1	 15	 1	 132.91	 129.27	 8.37	 1.00	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 1	 15	 2	 202.43	 197.65	 12.64	 1.00	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 1	 15	 1	 136.20	 130.26	 7.16	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 1	 15	 2	 206.90	 202.03	 10.70	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 1	 15	 1	 136.62	 129.73	 8.35	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 1	 15	 2	 207.43	 199.89	 11.67	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 1	 15	 1	 136.88	 129.34	 7.47	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 1	 15	 2	 207.82	 200.88	 10.49	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 1	 15	 1	 118.66	 100.01	 7.00	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 1	 15	 2	 118.66	 100.01	 7.00	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 1	 15	 1	 119.42	 100.54	 7.48	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 1	 15	 2	 119.42	 100.54	 7.48	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 1	 15	 1	 117.98	 101.43	 7.14	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 1	 15	 2	 117.98	 101.43	 7.14	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 1	 15	 1	 118.74	 100.52	 7.25	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 1	 15	 2	 118.74	 100.52	 7.25	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 1	 15	 1	 145.08	 132.47	 10.48	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 15	 2	 145.29	 131.15	 10.40	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 15	 1	 143.49	 134.33	 10.35	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 15	 2	 143.64	 133.42	 11.04	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 15	 1	 143.88	 133.79	 10.59	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 15	 2	 144.04	 131.91	 10.60	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 15	 1	 143.54	 133.52	 10.35	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 1	 15	 2	 143.87	 131.49	 11.66	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 1	 15	 1	 7.43	 1.48	 1.14	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 1	 15	 2	 8.28	 0.90	 1.01	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 1	 15	 1	 7.89	 1.42	 1.12	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 1	 15	 2	 8.78	 0.96	 0.97	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 1	 15	 1	 7.02	 1.51	 1.16	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 1	 15	 2	 8.22	 1.02	 1.04	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 1	 15	 1	 7.36	 1.46	 1.13	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 1	 15	 2	 8.42	 1.09	 1.01	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 1	 15	 1	 123.12	 110.09	 9.58	 1.00	 stabilize=no, prune=no, postStabilize=no	
faults	 1	 15	 2	 122.69	 110.80	 11.01	 1.00	 stabilize=no, prune=no, postStabilize=no	
faults	 1	 15	 1	 126.28	 108.58	 9.95	 1.00	 stabilize=yes, prune=no, postStabilize=no	
faults	 1	 15	 2	 142.99	 134.38	 16.66	 1.00	 stabilize=yes, prune=no, postStabilize=no	
faults	 1	 15	 1	 125.63	 110.05	 9.91	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
faults	 1	 15	 2	 146.93	 139.83	 14.97	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
faults	 1	 15	 1	 126.29	 109.13	 9.11	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 1	 15	 2	 148.82	 139.01	 13.67	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 1	 15	 1	 338.27	 335.88	 20.93	 1.00	 stabilize=no, prune=no, postStabilize=no	
statlog	 1	 15	 2	 338.27	 335.88	 20.93	 1.00	 stabilize=no, prune=no, postStabilize=no	
statlog	 1	 15	 1	 341.50	 339.46	 20.28	 1.00	 stabilize=yes, prune=no, postStabilize=no	
statlog	 1	 15	 2	 341.74	 338.39	 20.64	 1.00	 stabilize=yes, prune=no, postStabilize=no	
statlog	 1	 15	 1	 343.41	 342.61	 19.38	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 1	 15	 2	 343.30	 341.23	 19.17	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 1	 15	 1	 343.23	 339.99	 20.76	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 1	 15	 2	 343.45	 338.32	 21.05	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 1	 15	 1	 466.95	 450.57	 21.43	 1.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 1	 15	 2	 466.95	 450.57	 21.43	 1.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 1	 15	 1	 464.62	 450.01	 24.79	 1.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 1	 15	 2	 464.64	 450.13	 24.88	 1.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 1	 15	 1	 466.80	 449.92	 22.67	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 1	 15	 2	 466.98	 450.68	 23.00	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 1	 15	 1	 466.12	 450.29	 25.54	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 1	 15	 2	 466.26	 449.98	 26.43	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 1	 15	 1	 163.24	 157.87	 10.68	 1.00	 stabilize=no, prune=no, postStabilize=no	
wine	 1	 15	 2	 163.24	 157.87	 10.68	 1.00	 stabilize=no, prune=no, postStabilize=no	
wine	 1	 15	 1	 163.35	 157.59	 12.12	 1.00	 stabilize=yes, prune=no, postStabilize=no	
wine	 1	 15	 2	 163.36	 157.54	 12.21	 1.00	 stabilize=yes, prune=no, postStabilize=no	
wine	 1	 15	 1	 163.63	 157.31	 12.34	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
wine	 1	 15	 2	 163.57	 157.08	 12.47	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
wine	 1	 15	 1	 164.78	 156.11	 13.06	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 1	 15	 2	 164.70	 155.65	 13.12	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 1	 25	 1	 5.64	 0.81	 0.75	 1.00	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 1	 25	 2	 9.95	 1.86	 1.65	 1.00	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 1	 25	 1	 5.66	 0.67	 0.76	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 1	 25	 2	 9.88	 1.99	 1.71	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 1	 25	 1	 5.33	 0.87	 0.86	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 1	 25	 2	 9.62	 1.74	 1.52	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 1	 25	 1	 5.38	 0.82	 0.76	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 1	 25	 2	 9.34	 1.81	 1.57	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 1	 25	 1	 104.32	 103.31	 8.66	 1.00	 stabilize=no, prune=no, postStabilize=no	
Australian	 1	 25	 2	 104.32	 103.31	 8.66	 1.00	 stabilize=no, prune=no, postStabilize=no	
Australian	 1	 25	 1	 103.03	 104.56	 8.33	 1.00	 stabilize=yes, prune=no, postStabilize=no	
