taskname	maxRank	T1	targetclass	meanTrainInfo	meanTestInfo	stdTestInfo	RuleLength	ExtraOptions
faults	 4	 15	 1	 188.52	 162.40	 19.88	 3.08	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 4	 15	 2	 151.63	 128.43	 17.76	 1.56	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 4	 15	 1	 340.46	 335.60	 21.67	 2.26	 stabilize=no, prune=no, postStabilize=no	
statlog	 4	 15	 2	 353.82	 347.09	 23.11	 2.82	 stabilize=no, prune=no, postStabilize=no	
statlog	 4	 15	 1	 349.38	 337.76	 20.70	 2.34	 stabilize=yes, prune=no, postStabilize=no	
statlog	 4	 15	 2	 367.83	 348.36	 20.67	 3.49	 stabilize=yes, prune=no, postStabilize=no	
statlog	 4	 15	 1	 348.78	 342.53	 18.89	 1.16	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 4	 15	 2	 370.83	 353.22	 21.71	 1.75	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 4	 15	 1	 348.25	 335.71	 22.72	 1.24	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 4	 15	 2	 370.86	 349.77	 22.65	 1.63	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 4	 15	 1	 592.78	 551.50	 26.50	 4.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 4	 15	 2	 614.70	 584.08	 24.59	 3.98	 stabilize=no, prune=no, postStabilize=no	
waveform	 4	 15	 1	 609.98	 548.20	 26.85	 4.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 4	 15	 2	 631.06	 587.12	 22.67	 4.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 4	 15	 1	 599.39	 546.64	 27.26	 3.83	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 4	 15	 2	 625.95	 582.60	 24.44	 3.84	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 4	 15	 1	 601.07	 548.26	 29.35	 3.70	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 4	 15	 2	 627.15	 583.22	 25.85	 3.80	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 4	 15	 1	 185.88	 172.80	 12.57	 3.02	 stabilize=no, prune=no, postStabilize=no	
wine	 4	 15	 2	 215.60	 203.81	 15.11	 2.11	 stabilize=no, prune=no, postStabilize=no	
wine	 4	 15	 1	 194.98	 173.30	 13.45	 3.49	 stabilize=yes, prune=no, postStabilize=no	
wine	 4	 15	 2	 221.86	 202.71	 17.02	 3.68	 stabilize=yes, prune=no, postStabilize=no	
wine	 4	 15	 1	 190.83	 176.14	 15.06	 1.97	 stabilize=yes, prune=yes, postStabilize=no	
wine	 4	 15	 2	 217.74	 201.75	 17.71	 2.14	 stabilize=yes, prune=yes, postStabilize=no	
wine	 4	 15	 1	 192.54	 174.51	 15.98	 1.85	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 4	 15	 2	 216.88	 199.74	 20.06	 2.20	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 5	 1	 1	 6.24	 0.81	 0.83	 1.65	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 5	 1	 2	 13.66	 1.44	 1.54	 2.82	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 5	 1	 1	 7.34	 0.70	 0.85	 2.26	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 5	 1	 2	 13.75	 1.54	 1.66	 2.80	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 5	 1	 1	 5.24	 0.82	 0.95	 1.14	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 5	 1	 2	 10.26	 1.44	 1.30	 1.21	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 5	 1	 1	 5.44	 0.59	 0.74	 1.14	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 5	 1	 2	 10.64	 1.42	 1.27	 1.20	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 5	 1	 1	 104.47	 100.96	 8.55	 1.28	 stabilize=no, prune=no, postStabilize=no	
Australian	 5	 1	 2	 105.24	 100.17	 8.68	 1.52	 stabilize=no, prune=no, postStabilize=no	
Australian	 5	 1	 1	 106.42	 100.26	 8.39	 1.91	 stabilize=yes, prune=no, postStabilize=no	
Australian	 5	 1	 2	 107.34	 99.21	 9.34	 2.65	 stabilize=yes, prune=no, postStabilize=no	
Australian	 5	 1	 1	 104.93	 102.23	 9.35	 1.06	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 5	 1	 2	 106.10	 101.33	 9.10	 1.24	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 5	 1	 1	 105.54	 101.94	 8.05	 1.05	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 5	 1	 2	 106.47	 101.60	 8.55	 1.17	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 5	 1	 1	 104.90	 106.82	 5.69	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 5	 1	 2	 108.03	 109.88	 6.35	 1.01	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 5	 1	 1	 105.73	 105.94	 5.74	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 5	 1	 2	 108.82	 108.50	 7.37	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 5	 1	 1	 105.62	 106.09	 5.58	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 5	 1	 2	 108.74	 109.14	 6.54	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 5	 1	 1	 106.32	 105.36	 5.32	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 5	 1	 2	 109.82	 108.18	 5.00	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 5	 1	 1	 20.48	 18.95	 1.82	 1.00	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 5	 1	 2	 19.77	 16.25	 3.49	 1.36	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 5	 1	 1	 20.63	 18.57	 2.05	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 5	 1	 2	 19.81	 16.40	 3.37	 1.32	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 5	 1	 1	 20.55	 18.74	 1.76	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 5	 1	 2	 19.25	 15.70	 2.77	 1.08	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 5	 1	 1	 20.60	 18.74	 1.63	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 5	 1	 2	 19.65	 15.57	 3.27	 1.12	 stabilize=yes, prune=yes, postStabilize=yes	
German	 5	 1	 1	 42.37	 28.00	 6.75	 3.91	 stabilize=no, prune=no, postStabilize=no	
German	 5	 1	 2	 39.23	 27.79	 5.13	 3.85	 stabilize=no, prune=no, postStabilize=no	
German	 5	 1	 1	 43.47	 29.63	 5.95	 4.49	 stabilize=yes, prune=no, postStabilize=no	
German	 5	 1	 2	 41.08	 27.70	 4.73	 3.90	 stabilize=yes, prune=no, postStabilize=no	
German	 5	 1	 1	 39.86	 29.25	 6.68	 1.95	 stabilize=yes, prune=yes, postStabilize=no	
German	 5	 1	 2	 35.67	 30.14	 5.88	 1.37	 stabilize=yes, prune=yes, postStabilize=no	
German	 5	 1	 1	 39.92	 28.95	 5.84	 1.73	 stabilize=yes, prune=yes, postStabilize=yes	
German	 5	 1	 2	 36.70	 29.65	 5.07	 1.48	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 5	 1	 1	 31.51	 24.12	 5.49	 2.34	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 5	 1	 2	 34.33	 21.45	 4.04	 2.70	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 5	 1	 1	 31.40	 23.56	 6.51	 2.68	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 5	 1	 2	 34.22	 20.71	 4.76	 2.93	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 5	 1	 1	 29.94	 23.91	 5.90	 1.41	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 5	 1	 2	 31.80	 22.64	 5.01	 1.22	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 5	 1	 1	 30.01	 23.82	 5.84	 1.36	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 5	 1	 2	 31.64	 23.08	 4.90	 1.26	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 5	 1	 1	 14.59	 4.10	 1.94	 2.51	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 5	 1	 2	 14.36	 6.77	 2.12	 2.09	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 5	 1	 1	 15.08	 4.53	 1.95	 2.80	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 5	 1	 2	 14.77	 6.84	 2.26	 2.16	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 5	 1	 1	 11.96	 4.79	 2.20	 1.36	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 5	 1	 2	 12.60	 6.27	 2.37	 1.42	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 5	 1	 1	 12.93	 4.30	 2.04	 1.32	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 5	 1	 2	 12.71	 6.49	 2.47	 1.37	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 5	 1	 1	 70.77	 50.84	 13.95	 4.37	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 5	 1	 2	 43.26	 34.01	 6.83	 1.12	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 5	 1	 1	 73.75	 53.96	 15.20	 4.63	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 5	 1	 2	 43.70	 34.59	 6.56	 1.06	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 5	 1	 1	 68.19	 50.39	 15.06	 1.74	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 5	 1	 2	 42.43	 34.63	 6.40	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 5	 1	 1	 68.43	 49.88	 14.50	 1.61	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 5	 1	 2	 41.70	 34.01	 6.49	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 5	 1	 1	 8.59	 3.79	 1.66	 1.60	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 5	 1	 2	 7.24	 3.60	 1.44	 1.30	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 5	 1	 1	 9.25	 4.08	 1.82	 1.66	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 5	 1	 2	 7.06	 3.65	 1.35	 1.34	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 5	 1	 1	 7.93	 3.79	 1.92	 1.18	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 5	 1	 2	 6.97	 3.66	 1.61	 1.07	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 5	 1	 1	 8.30	 3.75	 2.07	 1.20	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 5	 1	 2	 6.79	 3.70	 1.74	 1.09	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 5	 1	 1	 17.18	 5.67	 2.87	 3.83	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 5	 1	 2	 11.71	 4.53	 2.11	 2.51	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 5	 1	 1	 18.79	 5.54	 2.89	 3.88	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 5	 1	 2	 13.66	 4.70	 2.00	 2.83	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 5	 1	 1	 12.60	 5.02	 2.83	 1.71	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 5	 1	 2	 9.56	 4.21	 2.43	 1.28	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 5	 1	 1	 13.81	 4.85	 2.88	 1.66	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 5	 1	 2	 10.40	 4.29	 2.24	 1.30	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 5	 1	 1	 8.53	 4.31	 2.22	 1.01	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 5	 1	 2	 15.15	 10.26	 2.89	 1.62	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 5	 1	 1	 8.31	 4.71	 2.15	 1.01	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 5	 1	 2	 15.09	 10.69	 2.75	 1.72	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 5	 1	 1	 8.74	 4.30	 2.20	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 5	 1	 2	 14.96	 10.02	 2.61	 1.36	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 5	 1	 1	 8.60	 4.41	 2.14	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 5	 1	 2	 14.70	 9.62	 2.69	 1.32	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 5	 1	 1	 1490.76	 1492.42	 27.99	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 5	 1	 2	 1005.39	 1005.61	 20.90	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 5	 1	 1	 1493.43	 1489.70	 26.90	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 5	 1	 2	 1007.61	 1003.36	 19.40	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 5	 1	 1	 1491.98	 1491.27	 29.68	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 5	 1	 2	 1006.54	 1004.42	 19.38	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 5	 1	 1	 1492.93	 1490.26	 27.85	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 5	 1	 2	 1004.93	 1006.04	 19.40	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 5	 1	 1	 23.56	 9.40	 4.01	 3.37	 stabilize=no, prune=no, postStabilize=no	
Sonar	 5	 1	 2	 24.89	 8.00	 3.36	 4.26	 stabilize=no, prune=no, postStabilize=no	
Sonar	 5	 1	 1	 27.15	 9.92	 4.34	 3.63	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 5	 1	 2	 29.44	 8.81	 4.28	 4.51	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 5	 1	 1	 20.71	 8.84	 4.15	 1.40	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 5	 1	 2	 22.09	 7.94	 3.69	 1.57	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 5	 1	 1	 22.76	 8.39	 4.50	 1.43	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 5	 1	 2	 24.28	 7.85	 3.53	 1.46	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 5	 1	 1	 133.75	 129.25	 8.73	 1.03	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 5	 1	 2	 238.75	 225.27	 19.76	 2.78	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 5	 1	 1	 135.20	 129.18	 8.61	 1.11	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 5	 1	 2	 246.55	 234.25	 16.80	 2.81	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 5	 1	 1	 133.97	 126.90	 9.77	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 5	 1	 2	 243.42	 229.06	 19.53	 2.12	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 5	 1	 1	 134.27	 128.51	 8.91	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 5	 1	 2	 242.64	 228.46	 20.88	 2.07	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 5	 1	 1	 128.44	 112.45	 11.15	 3.18	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 5	 1	 2	 128.30	 103.06	 8.53	 3.55	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 5	 1	 1	 134.88	 112.42	 11.15	 3.50	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 5	 1	 2	 131.70	 103.58	 9.02	 3.86	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 5	 1	 1	 128.67	 110.71	 10.99	 1.39	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 5	 1	 2	 123.53	 103.04	 8.84	 1.34	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 5	 1	 1	 132.66	 110.82	 12.02	 1.37	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 5	 1	 2	 127.98	 102.78	 10.13	 1.36	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 5	 1	 1	 163.01	 143.89	 9.33	 3.08	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 5	 1	 2	 155.66	 138.93	 12.16	 2.86	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 5	 1	 1	 162.68	 143.15	 10.57	 3.09	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 5	 1	 2	 159.65	 140.95	 12.47	 3.11	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 5	 1	 1	 160.80	 142.49	 12.34	 1.80	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 5	 1	 2	 151.53	 135.88	 11.94	 1.58	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 5	 1	 1	 160.81	 144.82	 10.96	 1.70	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 5	 1	 2	 150.50	 139.47	 12.72	 1.55	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 5	 1	 1	 9.69	 1.05	 0.93	 2.85	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 5	 1	 2	 12.74	 1.05	 1.23	 3.28	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 5	 1	 1	 11.07	 1.27	 1.07	 3.18	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 5	 1	 2	 15.34	 1.03	 1.12	 3.62	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 5	 1	 1	 6.86	 1.39	 1.22	 1.23	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 5	 1	 2	 9.01	 1.07	 1.20	 1.36	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 5	 1	 1	 7.57	 1.41	 1.28	 1.28	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 5	 1	 2	 11.16	 1.44	 1.16	 1.28	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 5	 1	 1	 154.26	 141.33	 13.75	 3.68	 stabilize=no, prune=no, postStabilize=no	
faults	 5	 1	 2	 126.31	 110.86	 10.88	 2.51	 stabilize=no, prune=no, postStabilize=no	
faults	 5	 1	 1	 164.38	 143.58	 15.83	 3.84	 stabilize=yes, prune=no, postStabilize=no	
faults	 5	 1	 2	 142.94	 120.07	 17.28	 3.55	 stabilize=yes, prune=no, postStabilize=no	
faults	 5	 1	 1	 158.14	 137.77	 17.14	 2.41	 stabilize=yes, prune=yes, postStabilize=no	
faults	 5	 1	 2	 142.23	 123.28	 18.69	 1.36	 stabilize=yes, prune=yes, postStabilize=no	
faults	 5	 1	 1	 160.36	 140.02	 17.04	 2.32	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 5	 1	 2	 147.02	 124.72	 19.47	 1.33	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 5	 1	 1	 336.79	 332.75	 22.60	 2.16	 stabilize=no, prune=no, postStabilize=no	
statlog	 5	 1	 2	 349.95	 342.51	 23.67	 3.05	 stabilize=no, prune=no, postStabilize=no	
statlog	 5	 1	 1	 349.38	 337.78	 20.07	 2.10	 stabilize=yes, prune=no, postStabilize=no	
statlog	 5	 1	 2	 369.27	 346.21	 23.99	 3.94	 stabilize=yes, prune=no, postStabilize=no	
statlog	 5	 1	 1	 347.96	 338.55	 19.21	 1.18	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 5	 1	 2	 369.21	 350.82	 22.98	 1.53	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 5	 1	 1	 347.75	 341.58	 17.60	 1.16	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 5	 1	 2	 370.30	 351.72	 22.99	 1.47	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 5	 1	 1	 562.40	 524.59	 33.48	 4.97	 stabilize=no, prune=no, postStabilize=no	
waveform	 5	 1	 2	 559.73	 540.36	 32.94	 4.30	 stabilize=no, prune=no, postStabilize=no	
waveform	 5	 1	 1	 576.36	 524.76	 29.52	 4.99	 stabilize=yes, prune=no, postStabilize=no	
waveform	 5	 1	 2	 586.53	 547.83	 30.18	 4.66	 stabilize=yes, prune=no, postStabilize=no	
waveform	 5	 1	 1	 570.56	 523.86	 25.70	 2.41	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 5	 1	 2	 575.55	 539.12	 36.81	 2.82	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 5	 1	 1	 573.84	 520.51	 29.62	 2.23	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 5	 1	 2	 576.05	 539.52	 36.11	 2.72	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 5	 1	 1	 179.81	 166.69	 15.49	 2.64	 stabilize=no, prune=no, postStabilize=no	
wine	 5	 1	 2	 206.22	 198.29	 18.97	 2.09	 stabilize=no, prune=no, postStabilize=no	
wine	 5	 1	 1	 186.29	 170.43	 16.91	 3.80	 stabilize=yes, prune=no, postStabilize=no	
wine	 5	 1	 2	 215.88	 197.92	 16.85	 3.87	 stabilize=yes, prune=no, postStabilize=no	
wine	 5	 1	 1	 183.65	 172.19	 16.31	 1.88	 stabilize=yes, prune=yes, postStabilize=no	
wine	 5	 1	 2	 207.57	 197.97	 20.64	 2.23	 stabilize=yes, prune=yes, postStabilize=no	
wine	 5	 1	 1	 186.50	 168.99	 17.79	 1.82	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 5	 1	 2	 212.58	 196.56	 19.11	 2.34	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 5	 2	 1	 6.90	 0.69	 0.87	 2.30	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 5	 2	 2	 15.36	 1.27	 1.34	 3.76	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 5	 2	 1	 7.87	 0.68	 0.87	 2.54	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 5	 2	 2	 15.81	 1.19	 1.14	 3.65	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 5	 2	 1	 5.28	 0.70	 0.77	 1.13	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 5	 2	 2	 10.71	 1.62	 1.46	 1.23	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 5	 2	 1	 5.57	 0.70	 0.89	 1.18	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 5	 2	 2	 11.87	 1.31	 1.26	 1.25	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 5	 2	 1	 104.60	 100.13	 8.81	 1.28	 stabilize=no, prune=no, postStabilize=no	
Australian	 5	 2	 2	 105.04	 100.54	 7.97	 1.43	 stabilize=no, prune=no, postStabilize=no	
Australian	 5	 2	 1	 106.94	 99.91	 9.13	 2.02	 stabilize=yes, prune=no, postStabilize=no	
Australian	 5	 2	 2	 108.20	 98.36	 9.47	 2.66	 stabilize=yes, prune=no, postStabilize=no	
Australian	 5	 2	 1	 104.03	 102.83	 8.12	 1.05	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 5	 2	 2	 104.92	 102.46	 9.18	 1.15	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 5	 2	 1	 105.38	 102.30	 8.01	 1.03	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 5	 2	 2	 106.40	 100.85	 8.95	 1.21	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 5	 2	 1	 106.30	 105.47	 5.90	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 5	 2	 2	 108.82	 108.86	 6.84	 1.03	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 5	 2	 1	 105.95	 105.81	 5.90	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 5	 2	 2	 109.57	 108.14	 7.19	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 5	 2	 1	 106.64	 105.17	 5.81	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 5	 2	 2	 109.26	 108.19	 6.30	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 5	 2	 1	 105.98	 105.73	 5.78	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 5	 2	 2	 109.09	 108.97	 6.45	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 5	 2	 1	 20.68	 18.66	 1.86	 1.03	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 5	 2	 2	 19.94	 15.95	 3.51	 1.36	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 5	 2	 1	 20.78	 18.50	 1.84	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 5	 2	 2	 20.01	 15.46	 3.58	 1.33	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 5	 2	 1	 20.69	 18.63	 1.64	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 5	 2	 2	 19.35	 15.52	 2.87	 1.09	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 5	 2	 1	 20.53	 18.48	 1.99	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 5	 2	 2	 19.47	 15.68	 3.13	 1.09	 stabilize=yes, prune=yes, postStabilize=yes	
German	 5	 2	 1	 42.84	 27.18	 6.15	 4.02	 stabilize=no, prune=no, postStabilize=no	
German	 5	 2	 2	 40.46	 27.03	 4.55	 3.97	 stabilize=no, prune=no, postStabilize=no	
German	 5	 2	 1	 44.89	 28.09	 5.77	 4.63	 stabilize=yes, prune=no, postStabilize=no	
German	 5	 2	 2	 41.10	 26.66	 4.79	 4.02	 stabilize=yes, prune=no, postStabilize=no	
German	 5	 2	 1	 39.85	 29.17	 6.48	 1.82	 stabilize=yes, prune=yes, postStabilize=no	
German	 5	 2	 2	 36.57	 29.06	 5.82	 1.60	 stabilize=yes, prune=yes, postStabilize=no	
German	 5	 2	 1	 40.51	 29.39	 6.32	 1.76	 stabilize=yes, prune=yes, postStabilize=yes	
German	 5	 2	 2	 37.54	 29.08	 5.36	 1.59	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 5	 2	 1	 31.71	 24.22	 5.56	 2.51	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 5	 2	 2	 34.44	 20.74	 4.35	 2.78	 stabilize=no, prune=no, postStabilize=no	
